,titulo,año_estreno,popularidad
5347,Who Is Cletis Tout?,2001,6.804386
5348,Harry and Walter Go To New York,1976,1.345474
5349,The Merchant of Four Seasons,1971,1.262664
5350,Nosferatu the Vampyre,1979,5.207465
5351,The Big Bus,1976,7.524202
5352,The Eddy Duchin Story,1956,2.947023
5353,Fathom,1967,0.531514
5354,In Like Flint,1967,2.433339
5355,La Terra Trema,1948,1.148749
5356,Modesty Blaise,1966,4.969116
5357,Ossessione,1943,2.112961
5358,Our Man Flint,1966,11.714305
5359,Red Beard,1965,4.249501
5360,Robin and Marian,1976,3.849626
5361,Top Secret!,1984,5.971241
5362,The Master of Disguise,2002,4.659087
5363,Signs,2002,11.211568
5364,The Last Kiss,2001,5.50323
5365,Spy Kids 2: The Island of Lost Dreams,2002,7.164131
5366,The Good Girl,2002,4.388338
5367,Blood Work,2002,5.852263
5368,xXx,2002,12.722381
5369,24 Hour Party People,2002,12.655728
5370,Biggie and Tupac,2002,1.56449
5371,The Château,2001,0.671441
5372,Trois 2: Pandora's Box,2004,0.202829
5373,Secret Ballot,2001,0.221421
5374,Martin Lawrence Live: Runteldat,2002,0.527297
5375,Lan Yu,2001,1.023718
5376,Songs from the Second Floor,2000,2.42118
5377,Read My Lips,2001,2.98332
5378,Merci pour le Chocolat,2000,3.596246
5379,Beau Pere,1981,3.873576
5380,Change of Habit,1969,0.68564
5381,A Matter of Taste,2000,0.502596
5382,The Principal,1987,8.332485
5383,Rollerball,1975,6.680938
5384,The Adventures of Pluto Nash,2002,8.903754
5385,Blue Crush,2002,6.455738
5386,Mostly Martha,2001,7.458993
5387,The Isle,2000,3.882092
5388,Possession,2002,4.439325
5389,One Hour Photo,2002,10.753445
5390,Serving Sara,2002,10.16841
5391,S1m0ne,2002,5.759483
5392,Undisputed,2002,13.35278
5393,Amy's Orgasm,2001,1.294569
5394,Children on Their Birthdays,2002,0.885044
5395,Hush!,2001,0.532229
5396,How I Killed My Father,2001,1.811615
5397,Hybrid,2000,0.001178
5398,Satin Rouge,2002,0.669752
5399,The Care Bears Movie,1985,2.849672
5400,Care Bears Movie II: A New Generation,1986,2.508783
5401,Clash of the Titans,1981,7.50381
5402,Hot Shots!,1991,11.026793
5403,Nightmare City,1980,3.185801
5404,The Swarm,1978,3.955633
5405,Time After Time,1979,5.65127
5406,The Unearthly,1957,0.483134
5407,976-EVIL,1988,15.360682
5408,Camilla,1994,0.50525
5409,Down and Out in Beverly Hills,1986,9.970485
5410,Flaming Star,1960,1.62482
5411,Love Me Tender,1956,1.157582
5412,The Return of the Vampire,1943,1.09212
5413,The Revenge of Frankenstein,1958,3.522296
5414,Stakeout,1987,8.376319
5415,Wild in the Country,1961,0.994694
5416,Wolfen,1981,2.522474
5417,FearDotCom,2002,5.160215
5418,Slap Her... She's French,2002,2.245356
5419,Love and a Bullet,2002,0.210241
5420,Mad Love,2001,1.059641
5421,À Nous la Liberté,1931,1.209032
5422,True Colors,1991,1.514134
5423,Snipes,2001,2.0769
5424,City By The Sea,2002,3.903016
5425,Swimfan,2002,8.421411
5426,Heartbreak Hospital,2002,0.0026
5427,The Incubus,1982,1.011264
5428,Johnny Dangerously,1984,4.063135
5429,The Last House on the Left,1972,9.640939
5430,Thesis,1996,7.110912
5431,The Pinochet Case,2001,0.10064
5432,Barbershop,2002,6.498789
5433,Stealing Harvard,2002,7.272325
5434,The Transporter,2002,13.217421
5435,Betty Fisher and Other Stories,2001,0.159662
5436,The Children of the Century,1999,2.522402
5437,Igby Goes Down,2002,5.536107
5438,Quitting,2001,0.214632
5439,Aspen Extreme,1993,0.796778
5440,Betsy's Wedding,1990,7.772822
5441,Captain Ron,1992,5.429614
5442,The Devil Bat,1940,0.720269
5443,Ernest Goes to Jail,1990,2.30623
5444,Ernest Scared Stupid,1991,4.197955
5445,The Gypsy Moths,1969,1.456925
5446,The Hills Have Eyes Part II,1984,3.09433
5447,The Hills Have Eyes,1977,4.788002
5448,Indian Summer,1993,2.406006
5449,The Mack,1973,1.392731
5450,Monkey Trouble,1994,2.804503
5451,Monster in the Closet,1986,2.398954
5452,No Way to Treat a Lady,1968,0.7583
5453,Shock Waves,1977,6.649791
5454,Spaced Invaders,1990,2.428279
5455,Suburban Commando,1991,4.409121
5456,Surf Ninjas,1993,2.556077
5457,Tabu,1931,2.211623
5458,The Wanderers,1979,3.386374
5459,The Yearling,1946,2.123277
5460,The Ladykillers,1955,12.509812
5461,The Lavender Hill Mob,1951,4.546546
5462,The Man in the White Suit,1951,3.579001
5463,Ratcatcher,1999,2.45982
5464,Society,1989,4.454846
5465,Son of the Bride,2001,3.319598
5466,The Experiment,2001,7.881933
5467,Ballistic: Ecks vs. Sever,2002,9.094558
5468,The Banger Sisters,2002,8.992438
5469,The Four Feathers,2002,6.894153
5470,Trapped,2002,5.781667
5471,8 Women,2002,5.717082
5472,His Secret Life,2001,3.83196
5473,Invincible,2001,0.685649
5474,The Mesmerist,2002,0.006517
5475,Secretary,2002,10.936827
5476,Spirited Away,2001,41.048867
5477,The Trials of Henry Kissinger,2002,0.299669
5478,Sweet Home Alabama,2002,8.587129
5479,The Tuxedo,2002,6.023213
5480,Charly,2002,0.775503
5481,Crazy As Hell,2002,0.405812
5482,Just a Kiss,2002,1.739704
5483,Moonlight Mile,2002,14.074906
5484,Shanghai Ghetto,2002,0.009083
5485,Skins,2002,0.914404
5486,Wasabi,2001,12.426505
5487,Jonah: A VeggieTales Movie,2002,1.734181
5488,Red Dragon,2002,2.968157
5489,Between Strangers,2002,0.410523
5490,Bloody Sunday,2002,7.757913
5491,Heaven,2002,5.186944
5492,Pipe Dream,2002,0.302487
5493,The Man from Elysian Fields,2001,5.071803
5494,Welcome to Collinwood,2002,3.031934
5495,Flirting,1991,2.076971
5496,Mothra vs. Godzilla,1964,2.967672
5497,Godzilla's Revenge,1969,1.334439
5498,"Godzilla, King of the Monsters!",1956,8.07532
5499,The Moderns,1988,0.928494
5500,The Onion Field,1979,9.637341
5501,Powaqqatsi,1988,2.726061
5502,The Pride of the Yankees,1942,2.40977
5503,Texasville,1990,0.370342
5504,Valmont,1989,8.40852
5505,Ernest Goes to Africa,1997,0.506874
5506,Ernest In The Army,1998,1.08121
5507,Horror of Dracula,1958,8.355326
5508,Strange Brew,1983,2.954184
5509,The Incredible Mr. Limpet,1964,3.37816
5510,Claire of the Moon,1992,0.59091
5511,Django,1966,4.891638
5512,Django Strikes Again,1987,0.540326
5513,The Fan,1981,0.519465
5514,Festival in Cannes,2001,0.295987
5515,Flashback,1990,2.115753
5516,Hanky Panky,1982,8.240643
5517,The Rocking Horse Winner,1949,0.486514
5518,Seance on a Wet Afternoon,1964,2.459915
5519,Shamus,1973,0.674968
5520,The Wrong Guy,1997,0.664949
5521,Below,2002,11.19785
5522,Brown Sugar,2002,3.142874
5523,Knockaround Guys,2001,6.557426
5524,The Rules of Attraction,2002,6.781935
5525,Tuck Everlasting,2002,5.951492
5526,White Oleander,2002,13.75498
5527,Bowling for Columbine,2002,11.393859
5528,Comedian,2002,7.938629
5529,On Guard,1997,2.264968
5530,Pokémon 4Ever: Celebi - Voice of the Forest,2001,7.072301
5531,Punch-Drunk Love,2002,6.753969
5532,Safe Conduct,2002,0.47396
5533,Swept Away,2002,3.492576
5534,The Young Unknowns,2000,0.001677
5535,Abandon,2002,3.485213
5536,The 51st State,2001,6.368323
5537,The Ring,2002,13.740965
5538,Auto Focus,2002,7.936578
5539,Fidel: The Untold Story,2001,0.702597
5540,The Grey Zone,2001,3.166163
5541,Hansel & Gretel,2002,2.186679
5542,Naqoyqatsi,2002,2.850011
5543,Real Women Have Curves,2002,2.363243
5544,Russian Ark,2002,8.815485
5545,Take Care of My Cat,2001,0.848101
5546,Tully,2000,1.076999
5547,Billy Bathgate,1991,3.846331
5548,Grave of the Fireflies,1988,0.010902
5549,Jason Goes to Hell: The Final Friday,1993,9.223325
5550,The Mechanic,1972,5.266983
5551,Saturday Night Fever,1977,13.657204
5552,Staying Alive,1983,4.860672
5553,To the Devil a Daughter,1976,2.130583
5554,Urban Cowboy,1980,4.566587
5555,Terror Train,1980,3.43877
5556,Times Square,1980,0.02158
5557,Tom Horn,1980,1.95931
5558,The Pumaman,1980,1.706648
5559,Up the Academy,1980,1.987499
5560,When Time Ran Out...,1980,2.284384
5561,Wholly Moses,1980,9.389486
5562,Without Warning,1980,2.218273
5563,Xanadu,1980,3.782547
5564,...All the Marbles,1981,1.417079
5565,Absence of Malice,1981,3.21594
5566,All Night Long,1981,0.708186
5567,The Amateur,1981,1.701134
5568,Banana Joe,1982,6.100879
5569,Marianne and Juliane,1981,0.753306
5570,Blow Out,1981,7.536295
5571,The Boogens,1981,0.235578
5572,Buddy Buddy,1981,1.566468
5573,The Burning,1981,8.942517
5574,Butterfly,1982,1.514551
5575,Cannibal Ferox,1981,2.767334
5576,Carbon Copy,1981,3.858572
5577,Charlie Chan and the Curse of the Dragon Queen,1981,1.128953
5578,A Friend Is a Treasure,1981,5.928981
5579,The Chosen,1981,0.888234
5580,Knock on Wood,1981,5.568624
5581,Continental Divide,1981,2.931013
5582,The Creature Wasn't Nice,1983,0.837756
5583,Man of Iron,1981,0.886249
5584,Dead & Buried,1981,3.891243
5585,Deadly Blessing,1981,3.175395
5586,Death Hunt,1981,5.674684
5587,Endless Love,1981,5.786435
5588,Enter the Ninja,1981,1.213727
5589,The Entity,1982,6.302682
5590,Eye of the Needle,1981,9.698848
5591,Eyewitness,1981,1.316179
5592,Faces of Death II,1981,1.166911
5593,Faces of Death,1978,2.97789
5594,Faces of Death III,1985,0.867342
5595,Faces of Death IV,1990,0.778312
5596,Faces of Death VI,1996,0.453391
5597,Faces of Death: Fact or Fiction?,1999,0.020448
5598,The Woman Next Door,1981,9.373676
5599,First Monday in October,1981,0.384338
5600,"Fort Apache, the Bronx",1981,1.433116
5601,Four Friends,1981,0.337021
5602,The Four Seasons,1981,7.531501
5603,Galaxy of Terror,1981,3.853415
5604,Gallipoli,1981,7.44658
5605,The Inquisitor,1981,2.445608
5606,Ghost Story,1981,7.878735
5607,Going Ape!,1981,0.137095
5608,Goodbye Pork Pie,1981,1.023164
5609,Gregory's Girl,1981,3.018382
5610,Who Pulled the Plug?,1981,0.804917
5611,The Hand,1981,2.12989
5612,Happy Birthday to Me,1981,6.558858
5613,Heartbeeps,1981,1.08281
5614,Historien om Kim Skov,1981,0.01575
5615,Inseminoid,1981,1.794332
5616,"Ladies and Gentlemen, the Fabulous Stains",1982,2.121307
5617,Lady Chatterley's Lover,1981,8.637148
5618,The Legend of the Lone Ranger,1981,1.38292
5619,Lili Marleen,1981,2.525223
5620,Lola,1981,1.900407
5621,Looker,1981,1.457778
5622,"The Looney, Looney, Looney Bugs Bunny Movie",1981,1.02698
5623,Madman,1982,1.812505
5624,Teddy Bear,1981,0.759427
5625,Modern Problems,1981,5.619281
5626,Modern Romance,1981,2.258556
5627,Ms .45,1981,8.201117
5628,My Bloody Valentine,1981,3.407098
5629,My Dinner with André,1981,3.875264
5630,Neighbors,1981,3.950775
5631,Night of the Zombies,1981,0.0
5632,The Night the Lights Went Out in Georgia,1981,0.837251
5633,Only When I Laugh,1981,0.695628
5634,Pennies from Heaven,1981,8.031761
5635,Pieces,1982,3.896297
5636,Piranha Part Two: The Spawning,1981,3.468843
5637,Polyester,1981,5.430699
5638,Private Lessons,1981,8.173864
5639,The Professional,1981,10.093285
5640,Derrida,2002,0.073617
5641,Ghost Ship,2002,13.955376
5642,Jackass: The Movie,2002,14.095586
5643,Paid in Full,2002,3.928278
5644,The Truth About Charlie,2002,2.372928
5645,All or Nothing,2002,3.411156
5646,All The Queen's Men,2001,1.652275
5647,Food of Love,2002,0.508711
5648,Frida,2002,11.283472
5649,Roger Dodger,2002,3.529256
5650,Time Changer,2002,1.153239
5651,Beau Travail,2000,2.336209
5652,The Big Knife,1955,0.719732
5653,Casino Royale,1967,13.300519
5654,The Company of Wolves,1984,3.399621
5655,Escanaba in da Moonlight,2001,0.153041
5656,Exodus,1960,7.819581
5657,How to Murder Your Wife,1965,3.034758
5658,"The Russians Are Coming, The Russians Are Coming",1966,3.767458
5659,The World of Henry Orient,1964,1.762156
5660,I Spy,2002,10.404277
5661,The Santa Clause 2,2002,5.205729
5662,Besotted,2001,0.001177
5663,Blackboards,2000,0.770711
5664,Love in the Time of Money,2002,0.72422
5665,The Weight of Water,2000,2.488424
5666,Femme Fatale,2002,6.426438
5667,8 Mile,2002,8.374355
5668,Etoiles: Dancers of the Paris Opera Ballet,2001,0.001662
5669,Far from Heaven,2002,10.107519
5670,God Is Great and I'm Not,2001,1.534982
5671,The Rising Place,2001,0.586722
5672,Half Past Dead,2002,8.650691
5673,Harry Potter and the Chamber of Secrets,2002,29.741452
5674,Ararat,2002,3.387974
5675,The Crime of Padre Amaro,2002,2.195447
5676,Interview with the Assassin,2002,0.573201
5677,Standing in the Shadows of Motown,2002,0.643481
5678,The Way Home,2002,1.832369
5679,Mutant Action,1993,5.951804
5680,Eyes of an Angel,1991,0.572387
5681,Liberty Stands Still,2002,11.774131
5682,The Life and Death of Colonel Blimp,1943,2.982447
5683,Rio Grande,1950,8.40322
5684,The Young Americans,1993,1.51734
5685,Blackrock,1997,0.172242
5686,Men with Brooms,2002,1.418177
5687,Mysterious Island,1961,3.419312
5688,Soul Assassin,2001,0.239635
5689,Left Behind II: Tribulation Force,2002,1.610081
5690,Dog Soldiers,2002,10.073784
5691,Fingers,1978,1.01416
5692,"Good Evening, Mr. Wallenberg",1990,0.411203
5693,Houseboat,1958,2.266744
5694,Legion of the Dead,2001,0.752094
5695,Madame Bovary,1991,1.233405
5696,My Father's Glory,1990,4.406499
5697,My Mother's Castle,1990,3.111707
5698,Return to the Blue Lagoon,1991,8.929393
5699,Too Beautiful for You,1989,2.036657
5700,Toy Soldiers,1991,12.698468
5701,The Prowler,1981,2.887538
5702,The Pursuit of D.B. Cooper,1981,0.520743
5703,Raggedy Man,1981,0.725026
5704,Ragtime,1981,6.154039
5705,Rich and Famous,1981,12.180836
5706,Ricomincio da tre,1981,0.738954
5707,Roadgames,1981,4.291236
5708,Rollover,1981,5.692818
5709,Saturday the 14th,1981,0.85835
5710,Scanners,1981,10.574039
5711,Sharky's Machine,1981,2.633399
5712,Shock Treatment,1981,2.0212
5713,Do You Remember Dolly Bell?,1981,1.08751
5714,So Fine,1981,1.09807
5715,Cabbage Soup,1981,5.082509
5716,Southern Comfort,1981,4.239893
5717,Sphinx,1981,0.627368
5718,Tales of Ordinary Madness,1981,1.244269
5719,Student Bodies,1981,2.142083
5720,Take This Job and Shove It,1981,1.343727
5721,"Tarzan, the Ape Man",1981,2.081712
5722,Tattoo,1981,0.803521
5723,They All Laughed,1981,1.718048
5724,Thief,1981,10.480229
5725,This Is Elvis,1981,0.303062
5726,True Confessions,1981,2.73921
5727,Revolution #9,2002,0.203356
5728,Better Housekeeping,2000,0.003312
5729,Die Another Day,2002,12.996474
5730,The Emperor's Club,2002,4.84291
5731,Friday After Next,2002,5.794821
5732,Personal Velocity,2002,5.304475
5733,The Quiet American,2002,8.230447
5734,Smokers Only,2002,0.181198
5735,Talk to Her,2002,6.648278
5736,Eight Crazy Nights,2002,11.788185
5737,Extreme Ops,2002,2.947411
5738,Solaris,2002,10.642824
5739,Treasure Planet,2002,16.141913
5740,They,2002,4.583304
5741,Chopper Chicks in Zombietown,1989,0.982881
5742,What to Do in Case of Fire?,2001,1.510797
5743,I Love You Too,2001,0.536339
5744,Another You,1991,7.327229
5745,Brother,1997,3.911557
5746,A Cruel Romance,1984,0.687325
5747,Elling,2001,2.148946
5748,I Spit on Your Grave,1978,12.412877
5749,The Island at the Top of the World,1974,1.759153
5750,The Last Seduction,1994,4.187079
5751,The Last Seduction II,1999,0.714564
5752,Making Contact,1985,0.712615
5753,New Waterford Girl,1999,0.638452
5754,The Noah's Ark Principle,1984,0.441841
5755,The Sword and the Sorcerer,1982,3.523637
5756,Zulu,1964,11.604242
5757,Analyze That,2002,9.927412
5758,Empire,2002,2.148655
5759,Adaptation.,2002,11.624481
5760,Equilibrium,2002,12.671637
5761,My Kingdom,2011,0.645316
5762,Soap Girl,2002,0.003438
5763,It All Starts Today,1999,1.450026
5764,Medea,1969,2.216567
5765,Scarlet Diva,2000,2.065757
5766,Visitor Q,2001,3.577025
5767,Bolero: Dance of Life,1981,1.455537
5768,Urgh! A Music War,1981,0.102459
5769,Vabank,1981,0.726743
5770,Varning för Jönssonligan,1981,0.083938
5771,"Vernon, Florida",1981,1.320642
5772,Escape to Victory,1981,9.865257
5773,Whose Life Is It Anyway?,1981,2.236259
5774,Zoot Suit,1981,1.128317
5775,Alone in the Dark,1982,1.057387
5776,Android,1982,1.295139
5777,Ace of Aces,1982,2.014981
5778,Attack Force Z,1982,1.021685
5779,Attila flagello di Dio,1982,2.835882
5780,Author! Author!,1982,3.727104
5781,Barbarosa,1982,1.134435
5782,The Beast Within,1982,0.948859
5783,Best Friends,1982,4.771286
5784,The Best Little Whorehouse in Texas,1982,2.171346
5785,The Border,1982,2.686525
5786,The Party 2,1982,4.964833
5787,Brimstone & Treacle,1982,0.620534
5788,Britannia Hospital,1982,2.008448
5789,Burden of Dreams,1982,2.712121
5790,Cannery Row,1982,2.086954
5791,The Challenge,1982,0.3985
5792,Class of 1984,1982,4.821182
5793,"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean",1982,1.094395
5794,Danton,1983,1.547715
5795,Deathtrap,1982,3.814738
5796,The Man Who Saves The World,1982,1.125238
5797,Eating Raoul,1982,11.758627
5798,Drumline,2002,5.270187
5799,The Hot Chick,2002,8.734328
5800,Maid in Manhattan,2002,7.291939
5801,Star Trek: Nemesis,2002,11.367801
5802,About Schmidt,2002,11.066473
5803,El Bola,2000,2.503983
5804,Evelyn,2002,7.724715
5805,The Guys,2002,0.780534
5806,Intacto,2001,3.249017
5807,The Jimmy Show,2002,0.231573
5808,Morvern Callar,2002,2.328347
5809,The Lord of the Rings: The Two Towers,2002,29.423537
5810,Devils on the Doorstep,2000,2.438822
5811,25th Hour,2002,10.271871
5812,Antwone Fisher,2002,10.944654
5813,Gangs of New York,2002,14.922399
5814,Two Weeks Notice,2002,7.738531
5815,The Wild Thornberrys Movie,2002,5.341749
5816,Narc,2002,5.20644
5817,Bad Influence,1990,2.301922
5818,Blue Steel,1990,5.200399
5819,Body of Evidence,1993,4.655727
5820,The Children's Hour,1961,7.591269
5821,Company Business,1991,1.228145
5822,The Duellists,1977,5.82556
5823,A Kiss Before Dying,1956,2.711073
5824,Legend of the Lost,1957,4.250819
5825,Miami Blues,1990,3.206796
5826,My Girl 2,1994,4.911734
5827,My Girl,1991,8.605742
5828,My Neighbor Totoro,1988,13.507299
5829,The Road to Hong Kong,1962,1.561911
5830,Running Time,1997,0.471913
5831,The Thief of Bagdad,1940,3.428166
5832,War and Peace,1956,3.666277
5833,Where Sleeping Dogs Lie,1991,0.520664
5834,Where’s Poppa?,1970,3.351759
5835,The Whistle Blower,1986,3.098412
5836,Attack of the Crab Monsters,1957,5.264676
5837,Black Christmas,1974,5.310614
5838,The Day of the Triffids,1962,7.351703
5839,Esther Kahn,2000,0.10648
5840,Invaders from Mars,1953,3.262443
5841,The Story of O,1975,5.100454
5842,Asoka,2001,1.484908
5843,Fat City,1972,2.576301
5844,"Love, Honour and Obey",2000,4.886559
5845,Quicksilver,1986,2.732817
5846,Catch Me If You Can,2002,19.833077
5847,Pinocchio,2002,6.463613
5848,Chicago,2002,13.325347
5849,The Hours,2002,14.686487
5850,Max,2002,5.740474
5851,Nicholas Nickleby,2002,4.056577
5852,The Pianist,2002,14.811594
5853,Sonny,2002,4.387474
5854,Champagne For Caesar,1950,0.503289
5855,Doppelganger,1993,1.166411
5856,Heavy Metal 2000,2000,3.511503
5857,House on the Edge of the Park,1980,3.227677
5858,The King of Comedy,1982,9.093411
5859,Love Liza,2002,2.362585
5860,Confessions of a Dangerous Mind,2002,11.331072
5861,Abraham's Valley,1993,0.306179
5862,Blue Collar Comedy Tour: The Movie,2003,1.578537
5863,Just Married,2003,6.001152
5864,P.S. Your Cat Is Dead!,2002,0.296765
5865,The Son,2002,1.916933
5866,The City of Lost Souls,2000,0.408024
5867,Double Whammy,2001,1.836741
5868,WiseGirls,2002,1.435948
5869,A Guy Thing,2003,4.444724
5870,Kangaroo Jack,2003,6.538007
5871,National Security,2003,6.409297
5872,Big Shot's Funeral,2001,3.500979
5873,City of God,2002,14.95927
5874,Kira's Reason: A Love Story,2001,0.918722
5875,Above Suspicion,1995,3.397781
5876,Alice Adams,1935,1.282491
5877,The American Friend,1977,6.710499
5878,American Me,1992,3.160917
5879,Band of Outsiders,1964,5.648187
5880,Breaking Up,1997,2.145688
5881,CB4,1993,11.449373
5882,The Deathmaker,1995,0.805363
5883,Dogfight,1991,2.625143
5884,"Easy Come, Easy Go",1967,1.033187
5885,Fun in Acapulco,1963,2.036182
5886,Girls! Girls! Girls!,1962,1.435609
5887,Imitation of Life,1959,4.480053
5888,A Little Romance,1979,3.568628
5889,Mystery Date,1991,1.784133
5890,"Paradise, Hawaiian Style",1966,2.679902
5891,Pépé le Moko,1937,2.57335
5892,Secret Admirer,1985,4.44326
5893,Summer Lovers,1982,3.531531
5894,Tune in Tomorrow...,1990,0.987034
5895,The Woman in Red,1984,19.856025
5896,Darkness Falls,2003,11.878552
5897,Amen.,2002,4.576053
5898,Blind Spot: Hitler's Secretary,2002,0.432019
5899,In the Mirror of Maya Deren,2002,0.32561
5900,Blind Date,1984,0.028517
5901,Bullet,1996,7.572944
5902,Claudine,1974,1.421475
5903,Dead Reckoning,1947,6.848208
