,titulo,fecha_estreno,retorno,presupuesto,recaudaccion,director
1588,The Tango Lesson,1997-11-28,0.0,0,0.0,Sally Potter
1589,Welcome to Sarajevo,1997-05-09,0.0,0,0.0,Michael Winterbottom
1590,Deceiver,1997-08-31,0.0,0,0.0,"Josh Pate, Jonas Pate"
1591,The Rainmaker,1997-11-18,1.1479,40000000,45916769.0,Francis Ford Coppola
1592,Boogie Nights,1997-09-11,2.8734,15000000,43101594.0,Paul Thomas Anderson
1593,Witness,1985-02-08,5.7256,12000000,68706993.0,Peter Weir
1594,Incognito,1997-11-14,0.0,0,0.0,John Badham
1595,Starship Troopers,1997-11-06,1.1544,105000000,121214377.0,Paul Verhoeven
1596,Critical Care,1997-10-31,0.0,0,0.0,Sidney Lumet
1597,The Joy Luck Club,1993-09-08,2.9874,11000000,32861136.0,Wayne Wang
1598,Chairman of the Board,1998-03-13,0.0,0,0.0,Alex Zamm
1599,Sliding Doors,1998-04-23,9.6667,6000000,58000000.0,Peter Howitt
1600,Mortal Kombat: Annihilation,1997-11-21,1.7126,30000000,51376861.0,John R. Leonetti
1601,The Truman Show,1998-06-04,4.402,60000000,264118201.0,Peter Weir
1602,The Wings of the Dove,1997-11-07,0.0,0,0.0,Iain Softley
1603,Mrs. Dalloway,1997-09-01,0.0,0,3309421.0,Marleen Gorris
1604,"I Love You, I Love You Not",1996-08-28,0.0,0,0.0,Billy Hopkins
1605,Red Corner,1997-10-30,0.0,48000000,0.0,Jon Avnet
1606,The Jackal,1997-11-14,2.6555,60000000,159330280.0,Michael Caton-Jones
1607,Anastasia,1997-11-20,2.6378,53000000,139804348.0,"Gary Goldman, Don Bluth"
1608,The Man Who Knew Too Little,1997-11-14,0.6901,20000000,13801755.0,Jon Amiel
1609,Alien: Resurrection,1997-11-12,2.3143,70000000,162000000.0,Jean-Pierre Jeunet
1610,Alien Escape,1996-01-01,0.0,1000000,0.0,Scott Harris
1611,Amistad,1997-12-03,2.0556,36000000,74000000.0,Steven Spielberg
1612,The Apostle,1997-10-09,0.0,5000000,0.0,Robert Duvall
1613,Artemisia,1997-09-10,0.0,0,0.0,Agnès Merlet
1614,Bent,1997-11-26,0.0,0,0.0,Sean Mathias
1615,Bang,1995-09-09,0.0,0,0.0,Ash Baron-Cohen
1616,The Boys,1997-12-12,0.0,0,0.0,Louis Saïa
1617,The Butcher Boy,1997-07-13,0.0,0,0.0,Neil Jordan
1618,Deconstructing Harry,1997-08-26,0.5343,20000000,10686841.0,Woody Allen
1619,Flubber,1997-11-26,2.2247,80000000,177977226.0,Les Mayfield
1620,For Richer or Poorer,1997-12-11,0.9032,35000000,31611225.0,Bryan Spicer
1621,Good Will Hunting,1997-12-05,22.5933,10000000,225933435.0,Gus Van Sant
1622,Guy,1997-12-17,0.0,0,0.0,Michael Lindsay-Hogg
1624,Home Alone 3,1997-12-12,2.4713,32000000,79082515.0,Raja Gosnell
1626,Man of Her Dreams,1997-11-18,0.0,0,0.0,Martin Kitrosser
1627,Midnight in the Garden of Good and Evil,1997-11-21,0.7173,35000000,25105255.0,Clint Eastwood
1628,MouseHunt,1997-12-19,3.2215,38000000,122417389.0,Gore Verbinski
1630,Office Killer,1997-01-01,0.0,0,0.0,Cindy Sherman
1632,Scream 2,1997-12-09,7.1818,24000000,172363301.0,Wes Craven
1633,Stranger in the House,1997-01-01,0.0,0,0.0,Rodney Gibbons
1634,The Sweet Hereafter,1997-05-14,0.6527,5000000,3263585.0,Atom Egoyan
1635,Time Tracers,1997-12-16,0.0,0,0.0,Bret McCormick
1636,Titanic,1997-11-18,9.2252,200000000,1845034188.0,James Cameron
1637,Tomorrow Never Dies,1997-12-11,3.0274,110000000,333011068.0,Roger Spottiswoode
1638,Twisted,1996-11-14,0.0,0,0.0,Seth Michael Donsky
1639,Full Speed,1996-09-25,0.0,0,0.0,Gaël Morel
1640,The Education of Little Tree,1997-12-25,0.0,0,0.0,Richard Friedenberg
1641,The Postman,1997-12-25,0.2203,80000000,17626234.0,Kevin Costner
1642,The Horse Whisperer,1998-05-14,3.1147,60000000,186883563.0,Robert Redford
1643,The Winter Guest,1997-12-27,0.0,0,0.0,Alan Rickman
1644,Jackie Brown,1997-12-24,3.3061,12000000,39673162.0,Quentin Tarantino
1645,Kundun,1997-12-25,0.203,28000000,5684789.0,Martin Scorsese
1646,Mr. Magoo,1997-12-25,0.0,30000000,0.0,Stanley Tong
1647,The Big Lebowski,1998-03-06,3.0793,15000000,46189568.0,Joel Coen
1648,Afterglow,1997-12-26,0.0,0,2465960.0,Alan Rudolph
1649,My Life in Pink,1997-05-28,0.0,0,0.0,Alain Berliner
1650,Great Expectations,1998-01-19,2.2198,25000000,55494066.0,Alfonso Cuarón
1651,3 Ninjas: High Noon at Mega Mountain,1998-04-10,0.0,0,0.0,Sean McNamara
1652,Men of Means,1999-05-25,0.0,0,0.0,George Mendeluk
1653,Caught Up,1998-02-27,0.0,0,0.0,Darin Scott
1654,Arguing the World,1998-01-07,0.0,0,0.0,Joseph Dorman
1655,Firestorm,1998-01-08,0.0,19000000,0.0,Dean Semler
1656,Senseless,1998-02-20,0.0,0,13035599.0,Penelope Spheeris
1657,Wag the Dog,1997-12-25,4.2838,15000000,64256513.0,Barry Levinson
1658,Dark City,1998-02-27,1.0074,27000000,27200316.0,Alex Proyas
1659,The Leading Man,1996-12-12,0.0,0,0.0,John Duigan
1660,Star Kid,1997-01-16,0.0,0,7.0,Manny Coto
1661,Hard Rain,1998-01-16,0.2839,70000000,19870567.0,Mikael Salomon
1662,Half Baked,1998-01-16,2.1825,8000000,17460020.0,Tamra Davis
1663,Fallen,1998-01-16,0.0,0,25232289.0,Gregory Hoblit
1664,Shooting Fish,1997-08-22,0.1007,3000000,302204.0,Stefan Schwartz
1665,The Prophecy II,1998-01-20,0.0,0,0.0,Greg Spence
1666,Fallen Angels,1995-09-06,0.0,0,0.0,Wong Kar-wai
1667,Four Days in September,1997-05-01,0.0,0,310724.0,Bruno Barreto
1668,Spice World,1997-12-19,4.0,25000000,100000000.0,Bob Spiers
1669,Deep Rising,1998-01-30,0.249,45000000,11203026.0,Stephen Sommers
1670,Tainted,1998-05-18,0.0,0,0.0,Brian Evans
1671,A Letter from Death Row,1998-11-17,0.0,0,0.0,Bret Michaels
1672,Music from Another Room,1998-04-24,0.0,0,0.0,Charlie Peters
1673,Mother and Son,1997-02-20,0.0,0,0.0,Alexander Sokurov
1674,The Replacement Killers,1998-02-06,0.6402,30000000,19204929.0,Antoine Fuqua
1675,B. Monkey,1998-11-07,0.0,0,0.0,Michael Radford
1676,The Night Flier,1997-04-30,0.0915,1000000,91549.0,Mark Pavia
1677,Blues Brothers 2000,1998-02-05,0.5018,28000000,14051384.0,John Landis
1678,Tokyo Fist,1995-01-01,0.0,0,0.0,Shinya Tsukamoto
1679,Ride,1998-03-27,0.0,0,0.0,Millicent Shelton
1680,The Wedding Singer,1998-02-13,6.8504,18000000,123306987.0,Frank Coraci
1681,Sphere,1998-02-13,0.1747,75000000,13100000.0,Barry Levinson
1682,Ayn Rand: A Sense of Life,1998-02-13,0.0,0,0.0,Michael Paxton
1683,A Further Gesture,1997-01-01,0.0,0,0.0,Robert Dornhelm
1684,Little City,1997-04-04,0.0,0,0.0,Roberto Benabib
1685,Palmetto,1998-02-20,0.0,0,0.0,Volker Schlöndorff
1686,As Good as It Gets,1997-12-19,6.2836,50000000,314178011.0,James L. Brooks
1687,King of New York,1990-07-18,2.5545,1000000,2554476.0,Abel Ferrara
1689,Men with Guns,1998-03-06,0.0,0,0.0,Kari Skogland
1690,Twilight,1998-03-06,0.0,0,0.0,Robert Benton
1691,U.S. Marshals,1998-03-06,1.7061,60000000,102367405.0,Stuart Baird
1692,Welcome to Woop Woop,1998-08-13,0.0,0,0.0,Stephan Elliott
1693,Love and Death on Long Island,1997-01-01,0.0,0,0.0,Richard Kwietniowski
1694,Midaq Alley,1995-05-05,0.0,0,0.0,Jorge Fons
1695,In God's Hands,1998-04-24,0.0,0,0.0,Zalman King
1696,Everest,1998-03-06,0.0,0,76447420.0,"David Breashears, Stephen Judson, Greg MacGillivray"
1697,Hush,1998-03-06,0.0,0,0.0,Jonathan Darby
1698,Suicide Kings,1997-09-06,0.0,0,0.0,Peter O'Fallon
1699,The Man in the Iron Mask,1998-03-12,0.0,0,0.0,Randall Wallace
1700,The Newton Boys,1998-03-26,2.8148,27000000,76000000.0,Richard Linklater
1701,Wild Things,1998-03-20,3.36,20000000,67200000.0,John McNaughton
1702,Paulie,1998-04-17,0.0,0,0.0,John Roberts
1703,"A Cool, Dry Place",1998-01-29,0.0,0,0.0,John N. Smith
1704,Fireworks,1997-09-03,0.0,0,0.0,Takeshi Kitano
1705,Primary Colors,1998-03-20,0.0,65000000,0.0,Mike Nichols
1706,"Niagara, Niagara",1997-08-30,0.0,0,168462.0,Bob Gosse
1707,Wide Awake,1998-03-20,0.0,6000000,0.0,M. Night Shyamalan
1708,A Price Above Rubies,1998-03-26,0.0,0,1081957.0,Boaz Yakin
1709,Eden,1996-01-01,0.0,0,0.0,Howard Goldberg
1710,Two Girls and a Guy,1997-09-07,2.0572,1000000,2057193.0,James Toback
1711,No Looking Back,1998-03-27,0.0,0,0.0,Edward Burns
1712,Storefront Hitchcock,1998-03-27,0.0,0,0.0,Jonathan Demme
1713,The Proposition,1998-03-26,0.0,147773,0.0,Lesli Linka Glatter
1714,The Object of My Affection,1998-04-17,3.1271,15000000,46905889.0,Nicholas Hytner
1715,Meet the Deedles,1998-03-27,0.1901,24000000,4562146.0,Steve Boyum
1716,Homegrown,1998-01-01,0.0,0,271375.0,Stephen Gyllenhaal
1717,The Players Club,1998-04-08,0.0,0,0.0,Ice Cube
1718,Barney's Great Adventure,1998-01-01,0.0,0,0.0,Steve Gomer
1719,The Big One,1997-09-06,0.0,0,720074.0,Michael Moore
1720,Chinese Box,1997-09-04,0.0,0,0.0,Wayne Wang
1721,Lost in Space,1998-04-03,1.702,80000000,136159423.0,Stephen Hopkins
1722,Heaven's Burning,1997-09-04,0.0,0,0.0,Craig Lahiff
1723,Mercury Rising,1998-04-03,0.0,60000000,0.0,Harold Becker
1724,The Spanish Prisoner,1997-09-08,1.3835,10000000,13835130.0,David Mamet
1725,City of Angels,1998-04-10,3.6125,55000000,198685114.0,Brad Silberling
1726,The Last Days of Disco,1998-05-29,0.0,8000000,0.0,Whit Stillman
1727,The Odd Couple II,1998-04-09,0.0,0,0.0,Howard Deutch
1728,My Giant,1998-04-10,0.0,0,7985929.0,Michael Lehmann
1729,He Got Game,1998-05-01,0.8627,25000000,21567853.0,Spike Lee
1730,The Gingerbread Man,1998-01-23,0.0,0,0.0,Robert Altman
1731,Illtown,1996-07-09,0.0,0,0.0,Nick Gomez
1732,Slappy and the Stinkers,1998-01-23,0.0,0,0.0,Barnet Kellman
1733,Live Flesh,1997-10-28,0.0,0,1535558.0,Pedro Almodóvar
1734,Zero Effect,1998-01-30,0.3961,5000000,1980338.0,Jake Kasdan
1735,Nil by Mouth,1997-05-08,0.0,9000000,0.0,Gary Oldman
1736,Ratchet,1996-09-12,0.0,0,0.0,John Johnson
1737,The Borrowers,1997-12-05,0.0,29000000,0.0,Peter Hewitt
1738,Prince Valiant,1997-07-24,0.0,0,0.0,Anthony Hickox
1739,"I Love You, Don't Touch Me!",1997-01-21,0.0,0,0.0,Julie Davis
1740,Leather Jacket Love Story,1998-02-20,0.0,67000,0.0,David DeCoteau
1741,Love Walked In,1997-01-18,0.0,0,0.0,Juan José Campanella
1742,"An Alan Smithee Film: Burn, Hollywood, Burn",1998-02-20,0.0046,10000000,45779.0,"Alan Smithee, Arthur Hiller"
1743,Kissing a Fool,1998-02-27,0.0,0,0.0,Doug Ellin
1744,Krippendorf's Tribe,1998-02-27,0.0,0,0.0,Todd Holland
1745,Kurt & Courtney,1998-02-27,0.0,0,0.0,Nick Broomfield
1746,The Real Blonde,1997-09-14,0.0,0,0.0,Tom DiCillo
1747,Mr. Nice Guy,1997-01-31,1.4795,12716953,18814720.0,Sammo Hung
1748,Taste of Cherry,1997-09-28,0.0,0,0.0,Abbas Kiarostami
1749,Character,1997-04-17,0.0,4500000,0.0,Mike van Diem
1750,Junk Mail,1997-02-21,0.0,0,0.0,Pål Sletaune
1751,Species II,1998-04-10,0.5476,35000000,19165560.0,Peter Medak
1752,Major League: Back to the Minors,1998-04-17,0.0,0,3572443.0,John Warren
1753,Sour Grapes,1998-01-01,0.0,0,0.0,Larry David
1754,Wild Man Blues,1997-01-16,0.0,0,425788.0,Barbara Kopple
1755,The Big Hit,1998-04-24,2.0775,13000000,27007143.0,Kirk Wong
1756,Tarzan and the Lost City,1998-04-24,0.0,0,0.0,Carl Schenkel
1757,Black Dog,1998-05-01,0.0,0,0.0,Kevin Hooks
1758,"Dancer, Texas Pop. 81",1998-05-01,0.0,0,565592.0,Tim McCanlies
1759,A Friend of the Deceased,1997-09-10,0.0,0,0.0,"Leonid Boyko, Vyacheslav Krishtofovich"
1760,Go Now,1995-09-16,0.0,0,0.0,Michael Winterbottom
1761,Les Misérables,1998-05-01,0.0,0,14096321.0,Bille August
1762,Still Breathing,1997-09-01,0.0,0,0.0,James F. Robinson
1763,Clockwatchers,1997-01-01,0.0,0,0.0,Jill Sprecher
1764,Deep Impact,1998-05-08,1.8729,75000000,140464664.0,Mimi Leder
1765,Little Men,1998-05-08,0.0,0,0.0,Rodney Gibbons
1766,Woo,1998-05-08,0.6175,13000000,8026971.0,Daisy von Scherler Mayer
1767,The Hanging Garden,1997-01-01,0.0,0,0.0,Thom Fitzgerald
1768,Lawn Dogs,1997-11-21,0.0,7000000,0.0,John Duigan
1769,Quest for Camelot,1998-05-15,0.9543,40000000,38172500.0,Frederik Du Chau
1770,Godzilla,1998-05-20,2.9155,130000000,379014294.0,Roland Emmerich
1771,Bulworth,1998-05-15,0.9734,30000000,29202884.0,Warren Beatty
1772,Fear and Loathing in Las Vegas,1998-05-22,0.5773,18500000,10680275.0,Terry Gilliam
1773,The Opposite of Sex,1998-05-22,1.1759,5000000,5879254.0,Don Roos
1774,I Got the Hook Up,1998-05-27,0.0,0,0.0,Michael Martin
1775,Almost Heroes,1998-05-29,0.0,0,0.0,Christopher Guest
1776,Hope Floats,1998-05-29,0.0,0,0.0,Forest Whitaker
1777,Insomnia,1997-03-14,0.0,0,0.0,Erik Skjoldbjærg
1778,Little Boy Blue,1997-06-01,0.0,0,0.0,Antonio Tibaldi
1779,The Ugly,1997-08-26,0.0,0,0.0,Scott Reynolds
1780,A Perfect Murder,1998-06-05,2.134,60000000,128038368.0,Andrew Davis
1781,Beyond Silence,1996-12-18,0.0,0,0.0,Caroline Link
1782,Six Days Seven Nights,1998-06-12,2.3429,70000000,164000000.0,Ivan Reitman
1783,Can't Hardly Wait,1998-06-12,2.5605,10000000,25605015.0,"Harry Elfont, Deborah Kaplan"
1784,Cousin Bette,1998-06-12,0.0,0,0.0,Des McAnuff
1785,High Art,1998-06-12,0.0,0,1929168.0,Lisa Cholodenko
1786,The Land Girls,1998-09-25,0.0,0,0.0,David Leland
1787,Passion in the Desert,1997-08-31,0.0,0,0.0,Lavinia Currier
1788,Children of Heaven,1997-08-01,5.0,180000,900000.0,Majid Majidi
1789,Dear Jesse,1998-10-10,0.0,0,0.0,Tim Kirkman
1790,Dream for an Insomniac,1996-04-18,0.0,0,24.0,Tiffanie DeBartolo
1791,Hav Plenty,1997-09-11,0.0,0,0.0,Christopher Scott Cherot
1792,Henry Fool,1997-09-07,0.0,0,1334786.0,Hal Hartley
1793,Marie from the Bay of Angels,1998-06-19,0.0,0,0.0,Manuel Pradal
1794,Mr. Jealousy,1997-09-11,0.0,0,0.0,Noah Baumbach
1795,Mulan,1998-06-18,3.3813,90000000,304320254.0,"Tony Bancroft, Barry Cook"
1796,Resurrection Man,1998-02-13,0.0,0,0.0,Marc Evans
1797,The X Files,1998-06-19,2.8666,66000000,189198313.0,Rob Bowman
1798,I Went Down,1997-10-03,0.0,0,0.0,Paddy Breathnach
1799,Doctor Dolittle,1998-06-22,4.1473,71000000,294456605.0,Betty Thomas
1800,Out of Sight,1998-06-26,1.6197,48000000,77745568.0,Steven Soderbergh
1801,Picnic at Hanging Rock,1975-09-02,0.0,0,0.0,Peter Weir
1802,Smoke Signals,1998-01-16,0.0,0,0.0,Chris Eyre
1803,Voyage to the Beginning of the World,1997-05-05,0.0,0,0.0,Manoel de Oliveira
1804,Buffalo '66,1998-01-20,1.5834,1500000,2375097.0,Vincent Gallo
1805,Armageddon,1998-07-01,3.9557,140000000,553799566.0,Michael Bay
1806,Lethal Weapon 4,1998-07-10,2.0389,140000000,285444603.0,Richard Donner
1807,Madeline,1998-07-10,0.0,0,0.0,Daisy von Scherler Mayer
1808,Small Soldiers,1998-07-10,1.3671,40000000,54682547.0,Joe Dante
1809,Pi,1998-07-10,53.6859,60000,3221152.0,Darren Aronofsky
1810,Whatever,1998-07-10,0.0,0,0.0,Susan Skoog
1811,There's Something About Mary,1998-07-15,16.0819,23000000,369884651.0,"Bobby Farrelly, Peter Farrelly"
1812,Plan 9 from Outer Space,1959-07-22,0.0,60000,0.0,Edward D. Wood Jr.
1813,Wings,1927-08-12,0.0,2000000,0.0,William A. Wellman
1814,The Broadway Melody,1929-02-08,11.4987,379000,4358000.0,Harry Beaumont
1815,All Quiet on the Western Front,1930-04-29,0.0,1250000,0.0,Lewis Milestone
1816,Cimarron,1931-02-09,0.0,0,0.0,Wesley Ruggles
1817,Grand Hotel,1932-05-25,3.7057,700000,2594000.0,Edmund Goulding
1818,Cavalcade,1933-02-08,6.4646,1180280,7630000.0,Frank Lloyd
1819,Mutiny on the Bounty,1935-11-08,2.2872,1950000,4460000.0,Frank Lloyd
1820,The Great Ziegfeld,1936-04-08,0.0,0,0.0,Robert Z. Leonard
1821,The Life of Emile Zola,1937-10-02,0.0,0,0.0,William Dieterle
1822,You Can't Take It With You,1938-08-23,4.5193,1644736,7433101.0,Frank Capra
1823,How Green Was My Valley,1941-10-28,4.8,1250000,6000000.0,John Ford
1824,Mrs. Miniver,1942-06-04,10.0446,1344000,13500000.0,William Wyler
1825,Going My Way,1944-05-15,0.0,0,16300000.0,Leo McCarey
1826,The Lost Weekend,1945-11-25,8.8,1250000,11000000.0,Billy Wilder
1827,The Best Years of Our Lives,1946-12-25,11.2619,2100000,23650000.0,William Wyler
1828,Gentleman's Agreement,1947-11-11,3.9,2000000,7800000.0,Elia Kazan
1829,Hamlet,1948-03-25,0.0,750000,0.0,Laurence Olivier
1830,All the King's Men,1949-11-08,0.0,0,0.0,Robert Rossen
1831,The Greatest Show on Earth,1952-01-10,9.0,4000000,36000000.0,Cecil B. DeMille
1832,From Here to Eternity,1953-08-28,18.4848,1650000,30500000.0,Fred Zinnemann
1833,On the Waterfront,1954-06-22,10.5495,910000,9600000.0,Elia Kazan
1834,Marty,1955-04-11,8.7464,343000,3000000.0,Delbert Mann
1835,West Side Story,1961-10-18,7.2761,6000000,43656822.0,"Jerome Robbins, Robert Wise"
1836,Tom Jones,1963-10-06,37.6,1000000,37600000.0,Tony Richardson
1837,A Man for All Seasons,1966-12-12,7.2692,3900000,28350000.0,Fred Zinnemann
1838,In the Heat of the Night,1967-08-02,13.69,2000000,27379978.0,Norman Jewison
1839,Oliver!,1968-09-26,3.7403,10000000,37402877.0,Carol Reed
1840,Midnight Cowboy,1969-05-25,12.4403,3600000,44785053.0,John Schlesinger
1841,The French Connection,1971-10-09,22.866,1800000,41158757.0,William Friedkin
1842,Rocky,1976-11-21,117.2351,1000000,117235147.0,John G. Avildsen
1843,Kramer vs. Kramer,1979-12-18,13.2825,8000000,106260000.0,Robert Benton
1844,Ordinary People,1980-09-19,0.0,6000000,0.0,Robert Redford
1845,Chariots of Fire,1981-05-15,10.7223,5500000,58972904.0,Hugh Hudson
1846,Terms of Endearment,1983-11-20,0.0,8000000,0.0,James L. Brooks
1847,Out of Africa,1985-12-20,4.1451,31000000,128499205.0,Sydney Pollack
1848,The Last Emperor,1987-10-21,1.9124,23000000,43984230.0,Bernardo Bertolucci
1849,Rain Man,1988-12-11,16.512,25000000,412800000.0,Barry Levinson
1850,Driving Miss Daisy,1989-12-13,19.4391,7500000,145793296.0,Bruce Beresford
1851,Take the Money and Run,1969-08-18,0.0,1500000,0.0,Woody Allen
1852,Klute,1971-06-21,0.0,2500000,0.0,Alan J. Pakula
1853,Repo Man,1984-02-20,1.5333,1500000,2300000.0,Alex Cox
1854,Metropolitan,1990-08-03,0.0,225000,0.0,Whit Stillman
1855,Labyrinth,1986-06-27,0.5092,25000000,12729917.0,Jim Henson
1856,The Breakfast Club,1985-02-15,51.5252,1000000,51525171.0,John Hughes
1857,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985-10-31,9.9997,3000000,29999213.0,Jack Sholder
1858,A Nightmare on Elm Street 3: Dream Warriors,1987-02-27,8.9586,5000000,44793222.0,Chuck Russell
1859,A Nightmare on Elm Street 4: The Dream Master,1988-08-19,10.3571,7000000,72500000.0,Renny Harlin
1860,A Nightmare on Elm Street 5: The Dream Child,1989-08-11,2.771,8000000,22168359.0,Stephen Hopkins
1861,Freddy's Dead: The Final Nightmare,1991-09-05,3.1702,11000000,34872033.0,Rachel Talalay
1862,Friday the 13th,1980-05-09,108.6447,550000,59754601.0,Sean S. Cunningham
1863,Friday the 13th Part 2,1981-05-01,17.3782,1250000,21722776.0,Steve Miner
1864,Friday the 13th Part III,1982-08-13,9.1725,4000000,36690067.0,Steve Miner
1865,Friday the 13th: The Final Chapter,1984-04-13,12.685,2600000,32980880.0,Joseph Zito
1866,Friday the 13th: A New Beginning,1985-03-22,9.9684,2200000,21930418.0,Danny Steinmann
1867,Friday the 13th Part VI: Jason Lives,1986-08-01,6.4907,3000000,19472057.0,Tom McLoughlin
1868,Friday the 13th Part VII: The New Blood,1988-05-13,6.8464,2800000,19170001.0,John Carl Buechler
1869,Friday the 13th Part VIII: Jason Takes Manhattan,1989-07-28,2.8,5000000,14000000.0,Rob Hedden
1870,Halloween,1978-10-25,233.3333,300000,70000000.0,John Carpenter
1871,Halloween II,1981-10-30,10.2135,2500000,25533818.0,Rick Rosenthal
1872,Halloween III: Season of the Witch,1982-10-22,5.76,2500000,14400000.0,Tommy Lee Wallace
1873,Halloween 4: The Return of Michael Myers,1988-10-21,3.5538,5000000,17768757.0,Dwight H. Little
1874,Halloween 5: The Revenge of Michael Myers,1989-10-12,2.3285,5000000,11642254.0,Dominique Othenin-Girard
1875,Prom Night,1980-07-18,14.7962,1000000,14796236.0,Paul Lynch
1876,Hello Mary Lou: Prom Night II,1987-11-13,0.0,0,2683519.0,Bruce Pittman
1877,Prom Night III: The Last Kiss,1990-03-30,0.0,0,0.0,"Peter R. Simpson, Ron Oliver"
1878,Prom Night IV: Deliver Us from Evil,1992-02-14,0.0,0,0.0,Clay Borris
1879,Child's Play,1988-11-08,4.9107,9000000,44196684.0,Tom Holland
1880,Child's Play 2,1990-11-09,2.751,13000000,35763605.0,John Lafia
1881,Child's Play 3,1991-08-30,1.5816,13000000,20560255.0,Jack Bender
1882,Poltergeist,1982-06-04,11.4206,10700000,122200000.0,Tobe Hooper
1883,Poltergeist II: The Other Side,1986-05-23,2.1577,19000000,40996665.0,Brian Gibson
1884,Poltergeist III,1988-06-10,1.347,10500000,14144000.0,Gary Sherman
1885,The Exorcist,1973-12-26,55.1633,8000000,441306145.0,William Friedkin
1886,Exorcist II: The Heretic,1977-06-17,2.1964,14000000,30749142.0,John Boorman
1887,The Exorcist III,1990-08-17,0.0,0,39024251.0,William Peter Blatty
1888,Lethal Weapon,1987-03-06,8.0138,15000000,120207127.0,Richard Donner
1889,Lethal Weapon 2,1989-07-07,9.1142,25000000,227853986.0,Richard Donner
1890,Lethal Weapon 3,1992-05-15,9.1923,35000000,321731527.0,Richard Donner
1891,Gremlins,1984-06-07,13.9166,11000000,153083102.0,Joe Dante
1892,Gremlins 2: The New Batch,1990-06-15,0.8296,50000000,41482207.0,Joe Dante
1893,The Goonies,1985-06-06,3.237,19000000,61503218.0,Richard Donner
1894,The Mask of Zorro,1998-07-16,2.6346,95000000,250288523.0,Martin Campbell
1895,Polish Wedding,1998-01-16,0.0,0,0.0,Theresa Connelly
1896,"This World, Then the Fireworks",1997-07-11,0.0,0,0.0,Michael Oblowitz
1897,Soylent Green,1973-04-19,0.0,0,3600000.0,Richard Fleischer
1898,Metropolis,1927-01-10,0.007,92620000,650422.0,Fritz Lang
1899,Back to the Future Part II,1989-11-20,8.3,40000000,332000000.0,Robert Zemeckis
1900,Back to the Future Part III,1990-05-25,6.1132,40000000,244527583.0,Robert Zemeckis
1901,The Poseidon Adventure,1972-12-01,16.9126,5000000,84563118.0,"Ronald Neame, Irwin Allen"
1902,Freaky Friday,1976-12-17,0.0,0,0.0,Gary Nelson
1903,The Absent-Minded Professor,1961-03-16,0.0,0,0.0,Robert Stevenson
1904,The Apple Dumpling Gang Rides Again,1979-06-27,0.0,0,0.0,Vincent McEveety
1905,Babes in Toyland,1961-12-14,0.0,0,0.0,"Jack Donohue, Austen Jewell"
1906,Bambi,1942-08-14,311.71,858000,267447150.0,"David Hand, James Algar, Samuel Armstrong, William Roberts, Paul Satterfield, Graham Heid, Norman Wright"
1907,Seven Samurai,1954-04-26,0.1359,2000000,271841.0,Akira Kurosawa
1908,Dangerous Liaisons,1988-12-16,2.4765,14000000,34670720.0,Stephen Frears
1909,Dune,1984-12-14,0.7731,40000000,30925690.0,David Lynch
1910,The Last Temptation of Christ,1988-08-12,1.1962,7000000,8373585.0,Martin Scorsese
1911,The Godfather: Part III,1990-12-24,2.5327,54000000,136766062.0,Francis Ford Coppola
1912,The Rapture,1991-10-04,1.0407,1227401,1277401.0,Michael Tolkin
1913,Lolita,1997-09-27,0.0171,62000000,1060056.0,Adrian Lyne
1914,Disturbing Behavior,1998-07-24,1.1672,15000000,17507368.0,David Nutter
1915,Jane Austen's Mafia!,1998-07-24,1.9,10000000,19000000.0,Jim Abrahams
1916,Saving Private Ryan,1998-07-24,6.8834,70000000,481840909.0,Steven Spielberg
1917,Billy's Hollywood Screen Kiss,1998-07-24,0.0,0,2020700.0,Tommy O'Haver
1918,East Palace West Palace,1996-01-01,0.0,0,0.0,Zhang Yuan
1919,The Million Dollar Duck,1971-06-30,0.0,0,0.0,Vincent McEveety
1920,The Barefoot Executive,1971-03-17,0.0,0,0.0,Robert Butler
1921,The Black Cauldron,1985-07-24,0.8515,25000000,21288692.0,"Ted Berman, Richard Rich"
1922,The Black Hole,1979-12-18,1.7921,20000000,35841901.0,Gary Nelson
