,title,generos,idioma,actores,overview,vote_count,popularity,runtime,release_date
2264,The Cooler,"Drama, Romance","English, Pусский","William H. Macy, Alec Baldwin, Maria Bello, Shawn Hatosy, Paul Sorvino, Estella Warren, Ron Livingston, Joey Fatone, Arthur J. Nascarella, M.C. Gainey, Ellen Greene, Don Scribner, Tony Longo","(William H. Macy) works at a Las Vegas casino, where he uses his innate ability to bring about misfortune in those around him to jinx gamblers into losing. His imposing boss, Shelly Kaplow (Alec Baldwin), is happy with the arrangement. But Bernie finds unexpected happiness when he begins dating attractive waitress Natalie Belisario (Maria Bello).",90,10.694443,101.0,2003-01-17
2265,Mr. Mom,"Comedy, Drama, Family","English, Deutsch, Español","Michael Keaton, Teri Garr, Fred Koehler, Taliesin Jaffe, Courtney-Jane White, Martin Mull, Ann Jillian, Jeffrey Tambor, Christopher Lloyd, Tom Leopold, Graham Jarvis, Carolyn Seymour, Michael Alaimo, Valri Bromfield, Michael Ensign, Estelle Omens","Jack and Caroline are a couple making a decent living When Jack suddenly loses his job. They agree that he should stay at home and look after the house while Caroline works. It's just that he's never done it before, and really doesn't have a clue...",79,10.693092,91.0,1983-07-22
2266,The Last Stand,"Action, Crime, Thriller",English,"Arnold Schwarzenegger, Forest Whitaker, Rodrigo Santoro, Johnny Knoxville, Jaimie Alexander, Luis Guzmán, Peter Stormare, Génesis Rodríguez, Zach Gilford, John Patrick Amedori, Daniel Henney, Eduardo Noriega, Christiana Leucas, Harry Dean Stanton, Kristen Rakes, Diana R. Lupo, Billy Blair, Titos Menchaca","Ray Owens is sheriff of the quiet US border town of Sommerton Junction after leaving the LAPD following a bungled operation. Following his escape from the FBI, a notorious drug baron, his gang, and a hostage are heading toward Sommerton Junction where the police are preparing to make a last stand to intercept them before they cross the border. Owens is reluctant to become involved but ultimately joins in with the law enforcement efforts",1282,10.691321,107.0,2013-01-12
2267,The House of the Spirits,"Romance, Drama","Español, English","Meryl Streep, Glenn Close, Jeremy Irons, Winona Ryder, Antonio Banderas, Armin Mueller-Stahl, Vanessa Redgrave, María Conchita Alonso, Jan Niklas, Vincent Gallo, Grace Gummer, Fran Fullenwider, Pedro Efe, Miguel Guilherme, José Mora Ramos, Anabela Teixeira","A rancher, his clairvoyant wife and their family face turbulent years in South America.",135,10.687795,140.0,1993-10-19
2268,Ghost in the Shell,"Action, Animation, Science Fiction",日本語,"Atsuko Tanaka, Akio Ohtsuka, Iemasa Kayumi, Kouichi Yamadera, Yutaka Nakano, Tesshou Genda, Naruki Masahisa, Masato Yamanouchi, Shinji Ogawa, Mitsuru Miyamoto, Kazuhiro Yamaji, Shigeru Chiba, Hiroshi Yanaka, Ginzô Matsuo, Takashi Matsuyama, Sanryô Odaka, Masamichi Satô, Atsuko Hayashida, Yûji Ueda, Toshiki Kameyama, Atsushi Goto, Maaya Sakamoto","In the year 2029, the barriers of our world have been broken down by the net and by cybernetics, but this brings new vulnerability to humans in the form of brain-hacking. When a highly-wanted hacker known as 'The Puppetmaster' begins involving them in politics, Section 9, a group of cybernetically enhanced cops, are called in to investigate and stop the Puppetmaster.",854,10.686166,83.0,1995-11-18
2269,The Substitute,"Action, Thriller","Italiano, English","Tom Berenger, Raymond Cruz, Marc Anthony, William Forsythe, Luis Guzmán, Diane Venora, Ernie Hudson, Richard Brooks, Glenn Plummer, Cliff De Young, Peggy Pope, Willis Sparks","After he did some jobs for CIA, ex-marine John Shale is visiting his high school love Jane. She's now a teacher in Columbus High School in Miami. Soon after his arriving Jane has her knee cap broken while jogging. After that, John decides to go undercover as her substitute in high school. Very soon he finds out that gang named Kings of Destruction is terrorizing the school.",60,10.68537,114.0,1996-04-19
2270,Dancer in the Dark,"Drama, Crime, Music",English,"Björk, Catherine Deneuve, David Morse, Peter Stormare, Joel Grey, Cara Seymour, Vladica Kostic, Jean-Marc Barr, Vincent Paterson, Siobhan Fallon, Zeljko Ivanek, Udo Kier, Jens Albinus, Reathel Bean, Mette Berggreen, Lars Michael Dinesen, Katrine Falkenberg, Michael Flessas, John Randolph Jones, Stellan Skarsgård, Paprika Steen, Noah Lazarus, John Martinus, Luke Reilly, Sean-Michael Smith, Al Agami, Anna Norberg, Troels Asmussen, Caroline Sascha Cogez","Selma, a Czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult, Selma learns to cope through her love of musicals, escaping life's troubles - even if just for a moment - by dreaming up little numbers to the rhythmic beats of her surroundings.",392,10.684806,140.0,2000-05-17
2271,Men in Black 3,"Action, Comedy, Science Fiction",English,"Will Smith, Tommy Lee Jones, Josh Brolin, Michael Stuhlbarg, Emma Thompson, Jemaine Clement, Nicole Scherzinger, Alice Eve, Bill Hader, Michael Chernus, David Rasche, Keone Young, Cayen Martin, Mike Colter, Mela Hudson, Will Arnett, Kelvin Davis, Dan Bittner","Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind.",4228,10.684385,106.0,2012-05-23
2272,Don't Look Back,"Drama, Horror, Mystery","Français, Italiano","Sophie Marceau, Monica Bellucci, Brigitte Catillon, Andrea Di Stefano, Thierry Neuvic, Sylvie Granotier, Augusto Zucchi, Giovanni Franzoni, Vittoria Meneganti, Francesca Melucci, Adrien de Van, Serena d'Amato, Thomas De Araujo, Thaïs Fischer",Panic attacks and memory loss signal the plight of a writer whose body is inexplicably being taken over by another woman.,54,10.681024,110.0,2009-05-16
2273,Lincoln,"History, Drama",English,"Daniel Day-Lewis, Sally Field, David Strathairn, Joseph Gordon-Levitt, James Spader, Hal Holbrook, Tommy Lee Jones, Lee Pace, Jackie Earle Haley, Jared Harris, Bruce McGill, Walton Goggins, Tim Blake Nelson, Boris McGiver, Adam Driver, John Hawkes, Joseph Cross, Peter McRobbie, Gulliver McGrath, Gloria Reuben, Jeremy Strong, Michael Stuhlbarg, David Costabile, Stephen Spinella, Walton Goggins, David Warshofsky, Colman Domingo, Lukas Haas, Dane DeHaan, Bill Camp, Elizabeth Marvel, Julie White, Byron Jennings, Richard Topol, Walter Smith, Dakin Matthews, Wayne Duvall, Bill Raymond, Drew Sease, John Hutton, Chase Edmunds, Gregory Itzin, John Lescault, Mike Shiflett, Gannon McHale, Ken Lambert, Thomas K. Belgrey, Mary Dunleavy, Armistead Wellford, Ted Johnson, Don Henderson Baker, Raynor Scheine, Todd Fletcher, Charles Kinney, Joseph Carlson, Michael Goodwin, Edward McDonald, Jim Batchelder, Gregory Hosaflook, Joe Kerkes, William Kaffenberger, Larry Van Hoose, C. Brandon Marshall, Christopher Boyer, S. Epatha Merkerson, Robert Shepherd, Grainger Hines, Skye Dennis, Scott Wichmann, David Oyelowo, Stephen Henderson","A revealing drama that focuses on the 16th President's tumultuous final months in office. In a nation divided by war and the strong winds of change, Lincoln pursues a course of action designed to end the war, unite the country and abolish slavery. With the moral courage and fierce determination to succeed, his choices during this critical moment will change the fate of generations to come.",1456,10.680331,149.0,2012-11-09
2274,Milk,"History, Drama",English,"Sean Penn, Emile Hirsch, James Franco, Josh Brolin, Diego Luna, Alison Pill, Victor Garber, Denis O'Hare, Joseph Cross, Stephen Spinella, Boyd Holbrook, Lucas Grabeel, Dave Franco","The story of California's first openly gay elected official, Harvey Milk, who  became an outspoken agent for change, seeking equal rights and opportunities for all. His great love for the city and its people brought him backing from young and old, straight and gay, alike – at a time when prejudice and violence against gays was openly accepted as the norm.",628,10.680121,128.0,2008-11-26
2275,The Devil's Own,"Crime, Thriller, Drama",English,"Harrison Ford, Brad Pitt, Margaret Colin, Rubén Blades, Treat Williams, George Hearn, Mitchell Ryan, Natascha McElhone, Paul Ronan, Simon Jones, Julia Stiles, Ashley Carin, Kelly Singer, David O'Hara, David Wilmot, Rob McElhenney, Chance Kelly","Frankie McGuire, one of the IRA's deadliest assassins, draws an American family into the crossfire of terrorism. But when he is sent to the U.S. to buy weapons, Frankie is housed with the family of Tom O'Meara, a New York cop who knows nothing about Frankie's real identity. Their surprising friendship, and Tom's growing suspicions, forces Frankie to choose between the promise of peace or a lifetime of murder.",300,10.675073,107.0,1997-03-12
2276,The Indian in the Cupboard,"Adventure, Family, Fantasy",English,"Hal Scardino, Litefoot, Lindsay Crouse, Richard Jenkins, Rishi Bhat, Steve Coogan, David Keith, Sakina Jaffrey, Vincent Kartheiser, Nestor Serrano",A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,136,10.673296,96.0,1995-07-14
2277,Sense and Sensibility,"Drama, Romance",English,"Kate Winslet, Emma Thompson, Hugh Grant, Tom Wilkinson, Alan Rickman, Imogen Stubbs, Greg Wise, Hugh Laurie, Imelda Staunton, Robert Hardy, Oliver Ford Davies, James Fleet, Harriet Walter, Gemma Jones, Emilie François, Elizabeth Spriggs, Richard Lumsden","Rich Mr. Dashwood dies, leaving his second wife and her daughters poor by the rules of inheritance. Two daughters are the titular opposites.",364,10.673167,136.0,1995-12-13
2278,Sing Street,"Romance, Drama, Music",English,"Ferdia Walsh-Peelo, Lucy Boynton, Maria Doyle Kennedy, Aidan Gillen, Jack Reynor, Kelly Thornton, Ben Carolan, Mark McKenna, Percy Chamburuka, Conor Hamilton, Kyle Bradley Donaldson, Karl Rice, Ian Kenny, Don Wycherley, Lydia McGuinness, Connor Hamilton, Pádraig J. Dunne, Marcella Plunkett, Keith McErlean, Eva-Jane Gaffney, Des Keogh, Kian Murphy, Peter Campion, Paul Roe",A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,669,10.672862,106.0,2016-03-11
2279,Johnny English Reborn,"Crime, Adventure, Action, Comedy, Thriller","Deutsch, 广州话 / 廣州話, English, 普通话, Pусский","Rowan Atkinson, Dominic West, Gillian Anderson, Rosamund Pike, Daniel Kaluuya, Tim McInnerny, Stephen Campbell Moore, Mariella Frostrup, Richard Schiff, Rupert Vansittart, Isla Blair, Emma Vansittart, Eric Carte, Roger Barclay, Christina Chong, Burn Gorman, Togo Igawa, Miles Jupp, Pik-Sen Lim, Ellen Thomas, Benedict Wong, Lobo Chan, Mark Ivanir, Isabella Blake-Thomas, Andrew Woodall, Chris Jarman, Wale Ojo, Joséphine de la Baume, Eleanor Wyld, Margaret Clunie, Mandi Sidhu, Clara Paget","The most prominent heads of state in the world begin gathering for a conference that could have a major impact on global politics. When MI-7 receives word that the Chinese premier has become the target of some high-powered killers, it falls on Johnny English to save the day. Armed with the latest high-tech weaponry and gadgets that would make even James Bond jealous, the once-disgraced agent uncovers evidence of a massive conspiracy involving some of the world's most powerful organisations, and vows to redeem his tarnished reputation by stopping the killers before they can strike.",1026,10.668658,101.0,2011-09-15
2280,Safari,"Adventure, Comedy",Français,"Kad Merad, Lionel Abelanski, Frédérique Bel, Guy Lecluyse, David Saracino, Nicolas Marié, Yannick Noah, Omar Sy, Valérie Benguigui","Richard Dacier owns a tour agency specialized on organizing safaris for European tourists eager to confront the African wild life. Actually, he took the job after his father and never went into the savanna by himself. As he owes big money to some mobster, he is compelled to convey a fake tourist, with a suspicious suitcase, toward Mozambic. To avoid suspicion from the authorities, he is supposed to tour a group of tourists as usual. The only problem - he is completely unexperienced as a guide!",97,10.6678,102.0,2009-04-01
2281,Dark Shadows,"Comedy, Fantasy",English,"Johnny Depp, Michelle Pfeiffer, Helena Bonham Carter, Jackie Earle Haley, Jonny Lee Miller, Eva Green, Bella Heathcote, Chloë Grace Moretz, Gulliver McGrath, Ray Shirley, Christopher Lee, Alice Cooper, Ivan Kaye, Susanna Cappellaro, Raffey Cassidy, Alexia Osborne, William Hope, Glen Mexted, Josephine Butler, Shane Rimmer, Michael Shannon, Nigel Whitmey, Sophie Kennedy Clark, Hannah Murray, Charlotte Spencer",Vampire Barnabas Collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate and family have fallen into ruin.,2383,10.665859,113.0,2012-05-08
2282,Leviathan,"Adventure, Horror, Action, Thriller, Science Fiction",English,"Peter Weller, Richard Crenna, Amanda Pays, Ernie Hudson, Daniel Stern, Héctor Elizondo, Lisa Eilbacher, Michael Carmine, Meg Foster, Eugene Lipinski, Larry Dolgin, Pascal Druant, Steve Pelot",Underwater deep-sea miners encounter a Soviet wreck and bring back a dangerous cargo to their base on the ocean floor with horrifying results. The crew of the mining base must fight to survive against a genetic mutation that hunts them down one by one.,125,10.653446,98.0,1989-03-17
2283,Open Water,"Drama, Thriller",English,"Blanchard Ryan, Daniel Travis, Saul Stein, Michael E. Williamson, Christina Zenato, John Charles","Two divers are left out at sea without a boat. There’s nothing but water for miles, unless they look at what’s underneath them...",320,10.652818,79.0,2004-08-06
2284,The Two Faces of January,Thriller,"Türkçe, ελληνικά, English","Viggo Mortensen, Kirsten Dunst, Oscar Isaac, Yiğit Özşener, Daisy Bevan, David Warshofsky, Omiros Poulakis, Prometheus Aleifer, Nikos Mavrakis, James Sobol Kelly, Karayianni Margaux, Socrates Alafouzos, Ozan Tas, Özcan Özdemir, Evgenia Dimitropoulou, Pablo Verdejo, Kosta Kortidis, Peter Mair, Okan Avci, Mehmet Esen, Ioannis Vordos, Brian Niblett, Angelis Nannos","A thriller centered on a con artist, his wife, and a stranger who try to flee a foreign country after one of them is caught up in the murder of a private detective.",265,10.652311,96.0,2014-05-16
